Y		"GNI per capita ; PPP -LRB- US dollar -RRB- in <location>Argentina</location> was last measured at <number>17250</number> in 2011 , according to the World Bank ."	Argentina	Argentina	gni_per_capita_in_ppp_dollars	17250	1	"[u'""capita"","";"",""ppp"",""-lrb-"",""LOCATION"",""dollar"",""-rrb-"",""in"",LOCATION_SLOT,""was"",""last"",""measured"",""at"",NUMBER_SLOT']"	17250	0	htmlPages2textPARSEDALL/http:||andrewfrenchik.blogspot.com|2014_03_01_archive.html.json
N		"The latest value for Health expenditure per capita , PPP -LRB- constant 2005 international $ -RRB- in <location>United Kingdom</location> was <number>3,322</number> as of 2011 ."	United Kingdom	United Kingdom	gni_per_capita_in_ppp_dollars	36880	1	[u'LOCATION_SLOT~-prep_in+ppp~-nsubj+was~npadvmod+*extend*DATE~prep_as_of+NUMBER_SLOT']	3322	0.909924078	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|united-kingdom|health-expenditure-per-capita.json
N		"The latest value for Health expenditure per capita , PPP -LRB- constant 2005 international $ -RRB- in <location>St. Lucia</location> was <number>674.87</number> as of 2011 ."	St. Lucia	Saint Lucia	gni_per_capita_in_ppp_dollars	11020	1	[u'LOCATION_SLOT~-prep_in+ppp~-nsubj+was~npadvmod+*extend*DATE~prep_as_of+NUMBER_SLOT']	674.87	0.938759528	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|st.-lucia|health-expenditure-per-capita.json
N		"The latest value for Health expenditure per capita , PPP -LRB- constant 2005 international $ -RRB- in <location>South Africa</location> was <number>942.50</number> as of 2011 ."	South Africa	South Africa	gni_per_capita_in_ppp_dollars	11190	1	[u'LOCATION_SLOT~-prep_in+ppp~-nsubj+was~npadvmod+*extend*DATE~prep_as_of+NUMBER_SLOT']	942.5	0.915773012	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|south-africa|health-expenditure-per-capita.json
N		"The latest value for Health expenditure per capita , PPP -LRB- constant 2005 international $ -RRB- in <location>Sierra Leone</location> was <number>165.24</number> as of 2011 ."	Sierra Leone	Sierra Leone	gni_per_capita_in_ppp_dollars	1360	1	[u'LOCATION_SLOT~-prep_in+ppp~-nsubj+was~npadvmod+*extend*DATE~prep_as_of+NUMBER_SLOT']	165.24	0.8785	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|sierra-leone|health-expenditure-per-capita.json
N		"The latest value for Health expenditure per capita , PPP -LRB- constant 2005 international $ -RRB- in <location>Saudi Arabia</location> was <number>901.36</number> as of 2011 ."	Saudi Arabia	Saudi Arabia	gni_per_capita_in_ppp_dollars	24870	1	[u'LOCATION_SLOT~-prep_in+ppp~-nsubj+was~npadvmod+*extend*DATE~prep_as_of+NUMBER_SLOT']	901.36	0.963757137	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|saudi-arabia|health-expenditure-per-capita.json
N		"The latest value for Health expenditure per capita , PPP -LRB- constant 2005 international $ -RRB- in <location>Equatorial Guinea</location> was <number>1,642.71</number> as of 2011 ."	Equatorial Guinea	Equatorial Guinea	gni_per_capita_in_ppp_dollars	18880	1	[u'LOCATION_SLOT~-prep_in+ppp~-nsubj+was~npadvmod+*extend*DATE~prep_as_of+NUMBER_SLOT']	1642.71	0.912992055	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|equatorial-guinea|health-expenditure-per-capita.json
N		"The latest value for Health expenditure per capita , PPP -LRB- constant 2005 international $ -RRB- in <location>El Salvador</location> was <number>466.57</number> as of 2011 ."	El Salvador	El Salvador	gni_per_capita_in_ppp_dollars	6790	1	[u'LOCATION_SLOT~-prep_in+ppp~-nsubj+was~npadvmod+*extend*DATE~prep_as_of+NUMBER_SLOT']	466.57	0.931285714	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|el-salvador|health-expenditure-per-capita.json
N		"The latest value for Health expenditure per capita , PPP -LRB- constant 2005 international $ -RRB- in <location>Dominican Republic</location> was <number>529.07</number> as of 2011 ."	Dominican Republic	Dominican Republic	gni_per_capita_in_ppp_dollars	9820	1	[u'LOCATION_SLOT~-prep_in+ppp~-nsubj+was~npadvmod+*extend*DATE~prep_as_of+NUMBER_SLOT']	529.07	0.946123218	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|dominican-republic|health-expenditure-per-capita.json
N		"The latest value for Health expenditure per capita , PPP -LRB- constant 2005 international $ -RRB- in <location>Czech Republic</location> was <number>1,922.85</number> as of 2011 ."	Czech Republic	Czech Republic	gni_per_capita_in_ppp_dollars	24710	1	[u'LOCATION_SLOT~-prep_in+ppp~-nsubj+was~npadvmod+*extend*DATE~prep_as_of+NUMBER_SLOT']	1922.85	0.922183327	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|czech-republic|health-expenditure-per-capita.json
