<location>Albania</location> Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : <number>8,529.17</number> , Cubic meters	Albania	Albania	renewable_freshwater_per_capita	8529.168647	3	[u'LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'*extend*meters~appos+LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*DATE~num+NUMBER_SLOT']	8529.17	1.58632107729e-07	htmlPages2textPARSEDALL/http:||www.orkii.com|albania|freshwater-internal-renewable-per-capita.json
<location>Algeria</location> Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : <number>297.91</number> , Cubic meters	Algeria	Algeria	renewable_freshwater_per_capita	297.910953	3	[u'LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'*extend*meters~appos+LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*DATE~num+NUMBER_SLOT']	297.91	3.19894247051e-06	htmlPages2textPARSEDALL/http:||www.orkii.com|algeria|freshwater-internal-renewable-per-capita.json
<location>Antigua and Barbuda</location> Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : <number>589.89</number> , Cubic meters	Antigua and Barbuda	Antigua and Barbuda	renewable_freshwater_per_capita	589.89019	8	[u'LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*resources~dep+NUMBER_SLOT', u'*extend*meters~appos+LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*DATE~num+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*resources~dep+NUMBER_SLOT', u'*extend*meters~appos+LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*DATE~num+NUMBER_SLOT']	589.89	3.22093845933e-07	htmlPages2textPARSEDALL/http:||www.orkii.com|antigua-and-barbuda|freshwater-internal-renewable-per-capita.json
<location>Armenia</location> Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : <number>2,314.01</number> , Cubic meters	Armenia	Armenia	renewable_freshwater_per_capita	2314.00888	3	[u'LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'*extend*meters~appos+LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*DATE~num+NUMBER_SLOT']	2314.01	4.84008514417e-07	htmlPages2textPARSEDALL/http:||www.orkii.com|armenia|freshwater-internal-renewable-per-capita.json
<location>Australia</location> Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : <number>22,039.16</number> , Cubic meters	Australia	Australia	renewable_freshwater_per_capita	22039.159824	3	[u'LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'*extend*meters~appos+LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*DATE~num+NUMBER_SLOT']	22039.16	7.98578542831e-09	htmlPages2textPARSEDALL/http:||www.orkii.com|australia|freshwater-internal-renewable-per-capita.json
<location>Austria</location> Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : <number>6,529.25</number> , Cubic meters	Austria	Austria	renewable_freshwater_per_capita	6529.247765	3	[u'LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'*extend*meters~appos+LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*DATE~num+NUMBER_SLOT']	6529.25	3.42305895008e-07	htmlPages2textPARSEDALL/http:||www.orkii.com|austria|freshwater-internal-renewable-per-capita.json
<location>Azerbaijan</location> Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : <number>884.65</number> , Cubic meters	Azerbaijan	Azerbaijan	renewable_freshwater_per_capita	884.653598	3	[u'LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'*extend*meters~appos+LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*DATE~num+NUMBER_SLOT']	884.65	4.06712865708e-06	htmlPages2textPARSEDALL/http:||www.orkii.com|azerbaijan|freshwater-internal-renewable-per-capita.json
<location>Bahrain</location> Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : <number>3.09</number> , Cubic meters	Bahrain	Bahrain	renewable_freshwater_per_capita	3.094146	3	[u'LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'*extend*meters~appos+LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*DATE~num+NUMBER_SLOT']	3.09	0.00133994969856	htmlPages2textPARSEDALL/http:||www.orkii.com|bahrain|freshwater-internal-renewable-per-capita.json
<location>Bangladesh</location> Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : <number>686.89</number> , Cubic meters	Bangladesh	Bangladesh	renewable_freshwater_per_capita	686.892125	3	[u'LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'*extend*meters~appos+LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*DATE~num+NUMBER_SLOT']	686.89	3.09364443504e-06	htmlPages2textPARSEDALL/http:||www.orkii.com|bangladesh|freshwater-internal-renewable-per-capita.json
<location>Belarus</location> Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : <number>3,926.95</number> , Cubic meters	Belarus	Belarus	renewable_freshwater_per_capita	3926.95028	3	[u'LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'*extend*meters~appos+LOCATION_SLOT~-nn+renewable~dep+NUMBER_SLOT', u'LOCATION_SLOT~-nn+renewable~dep+*extend*DATE~num+NUMBER_SLOT']	3926.95	7.13021505845e-08	htmlPages2textPARSEDALL/http:||www.orkii.com|belarus|freshwater-internal-renewable-per-capita.json
