Albania compared to other CountriesThe Internet users of Albania is similar to that of Poland , Portugal , Russia , Macedonia , Saudi Arabia , Argentina , Greece , Dominica , Azerbaijan , Italy with a respective Internet users of 62.8 , 62.1 , 61.4 , 61.2 , 60.5 , 59.9 , 59.9 , 59.0 , 58.7 , 58.5 -LRB- per 100 people -RRB- and a global rank of 62 , 63 , 64 , 65 , 66 , 68 , 69 , 70 , 71 , 72.10 years growthAlbania 's Internet users had a positive growth of 5,910 -LRB- % -RRB- in the last 10 years from -LRB- 2003 to 2013 -RRB- .	Saudi Arabia	Saudi Arabia	internet_users_percent_population	54.0	5	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos']	58.5	0.0833333333333	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|internet-users|.json
Albania compared to other CountriesThe Internet users of Albania is similar to that of Poland , Portugal , Russia , Macedonia , Saudi Arabia , Argentina , Greece , Dominica , Azerbaijan , Italy with a respective Internet users of 62.8 , 62.1 , 61.4 , 61.2 , 60.5 , 59.9 , 59.9 , 59.0 , 58.7 , 58.5 -LRB- per 100 people -RRB- and a global rank of 62 , 63 , 64 , 65 , 66 , 68 , 69 , 70 , 71 , 72.10 years growthAlbania 's Internet users had a positive growth of 5,910 -LRB- % -RRB- in the last 10 years from -LRB- 2003 to 2013 -RRB- .	Dominica	Dominica	internet_users_percent_population	55.177014	5	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos']	58.5	0.0602240998398	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|internet-users|.json
Albania compared to other CountriesThe Internet users of Albania is similar to that of Poland , Portugal , Russia , Macedonia , Saudi Arabia , Argentina , Greece , Dominica , Azerbaijan , Italy with a respective Internet users of 62.8 , 62.1 , 61.4 , 61.2 , 60.5 , 59.9 , 59.9 , 59.0 , 58.7 , 58.5 -LRB- per 100 people -RRB- and a global rank of 62 , 63 , 64 , 65 , 66 , 68 , 69 , 70 , 71 , 72.10 years growthAlbania 's Internet users had a positive growth of 5,910 -LRB- % -RRB- in the last 10 years from -LRB- 2003 to 2013 -RRB- .	Azerbaijan	Azerbaijan	internet_users_percent_population	54.2	5	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos']	58.5	0.0793357933579	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|internet-users|.json
Albania compared to other CountriesThe Internet users of Albania is similar to that of Poland , Portugal , Russia , Macedonia , Saudi Arabia , Argentina , Greece , Dominica , Azerbaijan , Italy with a respective Internet users of 62.8 , 62.1 , 61.4 , 61.2 , 60.5 , 59.9 , 59.9 , 59.0 , 58.7 , 58.5 -LRB- per 100 people -RRB- and a global rank of 62 , 63 , 64 , 65 , 66 , 68 , 69 , 70 , 71 , 72.10 years growthAlbania 's Internet users had a positive growth of 5,910 -LRB- % -RRB- in the last 10 years from -LRB- 2003 to 2013 -RRB- .	Portugal	Portugal	internet_users_percent_population	64.0	6	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos']	58.5	0.0859375	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|internet-users|.json
Albania compared to other CountriesThe Internet users of Albania is similar to that of Poland , Portugal , Russia , Macedonia , Saudi Arabia , Argentina , Greece , Dominica , Azerbaijan , Italy with a respective Internet users of 62.8 , 62.1 , 61.4 , 61.2 , 60.5 , 59.9 , 59.9 , 59.0 , 58.7 , 58.5 -LRB- per 100 people -RRB- and a global rank of 62 , 63 , 64 , 65 , 66 , 68 , 69 , 70 , 71 , 72.10 years growthAlbania 's Internet users had a positive growth of 5,910 -LRB- % -RRB- in the last 10 years from -LRB- 2003 to 2013 -RRB- .	Greece	Greece	internet_users_percent_population	56.0	5	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos']	58.5	0.0446428571429	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|internet-users|.json
Albania compared to other CountriesThe Internet users of Albania is similar to that of Poland , Portugal , Russia , Macedonia , Saudi Arabia , Argentina , Greece , Dominica , Azerbaijan , Italy with a respective Internet users of 62.8 , 62.1 , 61.4 , 61.2 , 60.5 , 59.9 , 59.9 , 59.0 , 58.7 , 58.5 -LRB- per 100 people -RRB- and a global rank of 62 , 63 , 64 , 65 , 66 , 68 , 69 , 70 , 71 , 72.10 years growthAlbania 's Internet users had a positive growth of 5,910 -LRB- % -RRB- in the last 10 years from -LRB- 2003 to 2013 -RRB- .	Russia	Russia	internet_users_percent_population	53.2748	6	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos']	58.5	0.0980801429569	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|internet-users|.json
Albania compared to other CountriesThe Internet users of Albania is similar to that of Poland , Portugal , Russia , Macedonia , Saudi Arabia , Argentina , Greece , Dominica , Azerbaijan , Italy with a respective Internet users of 62.8 , 62.1 , 61.4 , 61.2 , 60.5 , 59.9 , 59.9 , 59.0 , 58.7 , 58.5 -LRB- per 100 people -RRB- and a global rank of 62 , 63 , 64 , 65 , 66 , 68 , 69 , 70 , 71 , 72.10 years growthAlbania 's Internet users had a positive growth of 5,910 -LRB- % -RRB- in the last 10 years from -LRB- 2003 to 2013 -RRB- .	Argentina	Argentina	internet_users_percent_population	55.8	5	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos']	58.5	0.0483870967742	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|internet-users|.json
Albania compared to other CountriesThe Internet users of Albania is similar to that of Poland , Portugal , Russia , Macedonia , Saudi Arabia , Argentina , Greece , Dominica , Azerbaijan , Italy with a respective Internet users of 62.8 , 62.1 , 61.4 , 61.2 , 60.5 , 59.9 , 59.9 , 59.0 , 58.7 , 58.5 -LRB- per 100 people -RRB- and a global rank of 62 , 63 , 64 , 65 , 66 , 68 , 69 , 70 , 71 , 72.10 years growthAlbania 's Internet users had a positive growth of 5,910 -LRB- % -RRB- in the last 10 years from -LRB- 2003 to 2013 -RRB- .	Macedonia	Republic of Macedonia	internet_users_percent_population	63.1477	5	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos']	58.5	0.0736004636748	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|internet-users|.json
Algeria compared to other CountriesThe Internet users of Algeria is similar to that of Angola , Zimbabwe , Honduras , Mongolia , Libya , Equatorial Guinea , Uganda , Tajikistan , Indonesia , Nicaragua with a respective Internet users of 19.1 , 18.5 , 17.8 , 17.7 , 16.5 , 16.4 , 16.2 , 16.0 , 15.8 , 15.5 -LRB- per 100 people -RRB- and a global rank of 139 , 140 , 141 , 142 , 143 , 145 , 146 , 147 , 148 , 149.10 years growthAlgeria 's Internet users had a positive growth of 650 -LRB- % -RRB- in the last 10 years from -LRB- 2003 to 2013 -RRB- .	Indonesia	Indonesia	internet_users_percent_population	15.36	5	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos']	15.5	0.00911458333333	htmlPages2textPARSEDALL/http:||mecometer.com|whats|algeria|internet-users|.json
Algeria compared to other CountriesThe Internet users of Algeria is similar to that of Angola , Zimbabwe , Honduras , Mongolia , Libya , Equatorial Guinea , Uganda , Tajikistan , Indonesia , Nicaragua with a respective Internet users of 19.1 , 18.5 , 17.8 , 17.7 , 16.5 , 16.4 , 16.2 , 16.0 , 15.8 , 15.5 -LRB- per 100 people -RRB- and a global rank of 139 , 140 , 141 , 142 , 143 , 145 , 146 , 147 , 148 , 149.10 years growthAlgeria 's Internet users had a positive growth of 650 -LRB- % -RRB- in the last 10 years from -LRB- 2003 to 2013 -RRB- .	Uganda	Uganda	internet_users_percent_population	14.6896	5	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos', u'LOCATION_SLOT~-appos+LOCATION~prep_with+users~prep_of+NUMBER~appos+NUMBER_SLOT+*extend*LOCATION~appos']	15.5	0.0551682823222	htmlPages2textPARSEDALL/http:||mecometer.com|whats|algeria|internet-users|.json
