This is out-of-context	?	"题 <location>Norway</location> | | <number>100,318</number>"	Norway	Norway	gdp_nominal_per_capita	99557.73	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	100318	0.007636474	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Qatar</location> | | <number>100,260</number>"	Qatar	Qatar	gdp_nominal_per_capita	90523.53	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	100260	0.107557339	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Switzerland</location> | | <number>81,323</number>"	Switzerland	Switzerland	gdp_nominal_per_capita	79052.34	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	81323	0.028723501	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Australia</location> | | <number>64,863</number>"	Australia	Australia	gdp_nominal_per_capita	67035.57	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	64863	0.032409212	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Denmark</location> | | <number>59,190</number>"	Denmark	Denmark	gdp_nominal_per_capita	56202	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	59190	0.053165368	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Sweden</location> | | <number>57,909</number>"	Sweden	Sweden	gdp_nominal_per_capita	55244.65	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	57909	0.048228199	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Singapore</location> | | <number>54,775</number>"	Singapore	Singapore	gdp_nominal_per_capita	51709.45	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	54775	0.059284135	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>United States</location> | | <number>53,101</number>"	United States	United States of America	gdp_nominal_per_capita	49965.27	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	53101	0.062758192	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Canada</location> | | <number>51,989</number>"	Canada	Canada	gdp_nominal_per_capita	52218.99	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	51989	0.004404336	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Austria</location> | | <number>48,956</number>"	Austria	Austria	gdp_nominal_per_capita	47226.2	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	48956	0.036627973	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Kuwait</location> | | <number>47,639</number>"	Kuwait	Kuwait	gdp_nominal_per_capita	56514.16	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	47639	0.15704312	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Finland</location> | | <number>47,129</number>"	Finland	Finland	gdp_nominal_per_capita	46178.59	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	47129	0.020581183	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Iceland</location> | | <number>45,535</number>"	Iceland	Iceland	gdp_nominal_per_capita	42658.4	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	45535	0.067433378	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Belgium</location> | | <number>45,383</number>"	Belgium	Belgium	gdp_nominal_per_capita	43412.53	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	45383	0.04538943	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Germany</location> | | <number>44,999</number>"	Germany	Germany	gdp_nominal_per_capita	41514.17	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	44999	0.083943145	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>United Arab Emirates</location> | | <number>43,875</number>"	United Arab Emirates	United Arab Emirates	gdp_nominal_per_capita	40363.16	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	43875	0.087006072	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>France</location> | | <number>42,999</number>"	France	France	gdp_nominal_per_capita	35520	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	42999	0.210557432	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>New Zealand</location> | | <number>40,481</number>"	New Zealand	New Zealand	gdp_nominal_per_capita	36648	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	40481	0.104589609	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>Brunei</location> | | <number>39,942</number>"	Brunei	Brunei	gdp_nominal_per_capita	41126.61	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	39942	0.028803979	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
	?	"题 <location>United Kingdom</location> | | <number>39,567</number>"	United Kingdom	United Kingdom	gdp_nominal_per_capita	38514.46	1	"[u'""\xe2"",LOCATION_SLOT,""|"",""NUMBER"",NUMBER_SLOT']"	39567	0.027328437	htmlPages2textPARSEDALL/http:||green.wikia.com|wiki|List_of_countries_by_GDP_(nominal)_per_capita.json
