Y		"GNI ; PPP -LRB- US dollar -RRB- in <location>Chile</location> was last measured at <number>372116944123.92</number> in 2012 , according to the World Bank ."	Chile	Chile	gni_in_ppp_dollars	3.72E+11	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	3.72E+11	3.62E-09	htmlPages2textPARSEDALL/http:||andrewfrenchik.blogspot.com|2014_03_01_archive.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Albania</location> was last measured at <number>29734433923.08</number> in 2012 , according to the World Bank ."	Albania	Albania	gni_in_ppp_dollars	29704999640	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	29734433923	0.000990886	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|albania|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Belgium</location> was last measured at <number>442917243164.75</number> in 2012 , according to the World Bank ."	Belgium	Belgium	gni_in_ppp_dollars	4.48E+11	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	4.43E+11	0.010401967	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|belgium|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Bhutan</location> was last measured at <number>4889116020.09</number> in 2012 , according to the World Bank ."	Bhutan	Bhutan	gni_in_ppp_dollars	4678326829	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	4889116020	0.045056534	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|bhutan|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Bulgaria</location> was last measured at <number>117192422126.24</number> in 2012 , according to the World Bank ."	Bulgaria	Bulgaria	gni_in_ppp_dollars	1.12E+11	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	1.17E+11	0.042223792	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|bulgaria|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Burundi</location> was last measured at <number>5429740295.16</number> in 2012 , according to the World Bank ."	Burundi	Burundi	gni_in_ppp_dollars	5481978148	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	5429740295	0.009529015	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|burundi|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Cambodia</location> was last measured at <number>36476674374.89</number> in 2012 , according to the World Bank ."	Cambodia	Cambodia	gni_in_ppp_dollars	35140720758	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	36476674375	0.038017251	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|cambodia|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Cameroon</location> was last measured at <number>50162552914.06</number> in 2012 , according to the World Bank ."	Cameroon	Cameroon	gni_in_ppp_dollars	50337640645	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	50162552914	0.003478267	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|cameroon|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Croatia</location> was last measured at <number>89451759528.70</number> in 2012 , according to the World Bank ."	Croatia	Croatia	gni_in_ppp_dollars	84326098327	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	89451759529	0.060783806	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|croatia|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Czech Republic</location> was last measured at <number>280719627297.31</number> in 2012 , according to the World Bank ."	Czech Republic	Czech Republic	gni_in_ppp_dollars	2.60E+11	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	2.81E+11	0.080565794	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|czech-republic|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>El Salvador</location> was last measured at <number>44025347588.38</number> in 2012 , according to the World Bank ."	El Salvador	El Salvador	gni_in_ppp_dollars	42772730106	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	44025347588	0.029285423	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|el-salvador|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Fiji</location> was last measured at <number>4266019603.92</number> in 2012 , according to the World Bank ."	Fiji	Fiji	gni_in_ppp_dollars	4265435843	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	4266019604	0.000136858	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|fiji|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Finland</location> was last measured at <number>207212661632.18</number> in 2012 , according to the World Bank ."	Finland	Finland	gni_in_ppp_dollars	2.09E+11	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	2.07E+11	0.009267168	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|finland|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Gabon</location> was last measured at <number>25736926199.02</number> in 2012 , according to the World Bank ."	Gabon	Gabon	gni_in_ppp_dollars	23328015948	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	25736926199	0.103262543	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|gabon|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Guyana</location> was last measured at <number>2493967458.20</number> in 2011 , according to the World Bank ."	Guyana	Guyana	gni_in_ppp_dollars	2702511288	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	2493967458	0.077166682	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|guyana|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Hungary</location> was last measured at <number>212017478131.22</number> in 2011 , according to the World Bank ."	Hungary	Hungary	gni_in_ppp_dollars	2.06E+11	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	2.12E+11	0.02958168	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|hungary|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Kazakhstan</location> was last measured at <number>214879592509.03</number> in 2011 , according to the World Bank ."	Kazakhstan	Kazakhstan	gni_in_ppp_dollars	2.01E+11	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	2.15E+11	0.070458545	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|kazakhstan|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Kyrgyzstan</location> was last measured at <number>13122109685.57</number> in 2011 , according to the World Bank ."	Kyrgyzstan	Kyrgyzstan	gni_in_ppp_dollars	12639933104	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	13122109686	0.038147083	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|kyrgyzstan|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Laos</location> was last measured at <number>17380262716.90</number> in 2011 , according to the World Bank ."	Laos	Laos	gni_in_ppp_dollars	18141360226	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	17380262717	0.041953718	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|laos|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Latvia</location> was last measured at <number>41130450989.93</number> in 2011 , according to the World Bank ."	Latvia	Latvia	gni_in_ppp_dollars	42566661549	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	41130450990	0.033740268	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|latvia|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Lesotho</location> was last measured at <number>3745420620.09</number> in 2011 , according to the World Bank ."	Lesotho	Lesotho	gni_in_ppp_dollars	4527708912	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	3745420620	0.172777956	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|lesotho|gdp-ppp-us-dollar-wb-data.html.json
N		"GDP ; PPP -LRB- US dollar -RRB- in <location>Lithuania</location> was last measured at <number>67862760862.75</number> in 2011 , according to the World Bank ."	Lithuania	Lithuania	gni_in_ppp_dollars	67938246602	2	"[u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+measured~prep_at+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+ppp~-nsubjpass+*extend*was~auxpass+measured~prep_at+NUMBER_SLOT']"	67862760863	0.001111093	htmlPages2textPARSEDALL/http:||www.tradingeconomics.com|lithuania|gdp-ppp-us-dollar-wb-data.html.json
