Albania compared to other CountriesThe Population Growth of Albania is similar to that of St. Lucia , Lesotho , Malta , Barbados , Italy , El Salvador , Uruguay , Dominica , Denmark , Macedonia with a respective Population Growth of 0.35 , 0.34 , 0.33 , 0.33 , 0.30 , 0.27 , 0.26 , 0.22 , 0.22 , 0.21 -LRB- % -RRB- and a global rank of 160 , 161 , 162 , 163 , 164 , 166 , 167 , 168 , 169 , 170 .	Barbados	Barbados	population_growth_rate	0.5	9	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*%~prep_of']	0.33	0.34	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|population-growth|.json
Albania compared to other CountriesThe Population Growth of Albania is similar to that of St. Lucia , Lesotho , Malta , Barbados , Italy , El Salvador , Uruguay , Dominica , Denmark , Macedonia with a respective Population Growth of 0.35 , 0.34 , 0.33 , 0.33 , 0.30 , 0.27 , 0.26 , 0.22 , 0.22 , 0.21 -LRB- % -RRB- and a global rank of 160 , 161 , 162 , 163 , 164 , 166 , 167 , 168 , 169 , 170 .	Barbados	Barbados	population_growth_rate	0.5	9	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*%~prep_of']	0.26	0.48	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|population-growth|.json
Albania compared to other CountriesThe Population Growth of Albania is similar to that of St. Lucia , Lesotho , Malta , Barbados , Italy , El Salvador , Uruguay , Dominica , Denmark , Macedonia with a respective Population Growth of 0.35 , 0.34 , 0.33 , 0.33 , 0.30 , 0.27 , 0.26 , 0.22 , 0.22 , 0.21 -LRB- % -RRB- and a global rank of 160 , 161 , 162 , 163 , 164 , 166 , 167 , 168 , 169 , 170 .	Barbados	Barbados	population_growth_rate	0.5	9	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*%~prep_of']	0.22	0.56	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|population-growth|.json
Albania compared to other CountriesThe Population Growth of Albania is similar to that of St. Lucia , Lesotho , Malta , Barbados , Italy , El Salvador , Uruguay , Dominica , Denmark , Macedonia with a respective Population Growth of 0.35 , 0.34 , 0.33 , 0.33 , 0.30 , 0.27 , 0.26 , 0.22 , 0.22 , 0.21 -LRB- % -RRB- and a global rank of 160 , 161 , 162 , 163 , 164 , 166 , 167 , 168 , 169 , 170 .	Barbados	Barbados	population_growth_rate	0.5	9	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*%~prep_of']	0.35	0.3	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|population-growth|.json
Albania compared to other CountriesThe Population Growth of Albania is similar to that of St. Lucia , Lesotho , Malta , Barbados , Italy , El Salvador , Uruguay , Dominica , Denmark , Macedonia with a respective Population Growth of 0.35 , 0.34 , 0.33 , 0.33 , 0.30 , 0.27 , 0.26 , 0.22 , 0.22 , 0.21 -LRB- % -RRB- and a global rank of 160 , 161 , 162 , 163 , 164 , 166 , 167 , 168 , 169 , 170 .	Barbados	Barbados	population_growth_rate	0.5	9	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*%~prep_of']	0.34	0.32	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|population-growth|.json
Albania compared to other CountriesThe Population Growth of Albania is similar to that of St. Lucia , Lesotho , Malta , Barbados , Italy , El Salvador , Uruguay , Dominica , Denmark , Macedonia with a respective Population Growth of 0.35 , 0.34 , 0.33 , 0.33 , 0.30 , 0.27 , 0.26 , 0.22 , 0.22 , 0.21 -LRB- % -RRB- and a global rank of 160 , 161 , 162 , 163 , 164 , 166 , 167 , 168 , 169 , 170 .	Barbados	Barbados	population_growth_rate	0.5	9	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*%~prep_of']	0.3	0.4	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|population-growth|.json
Albania compared to other CountriesThe Population Growth of Albania is similar to that of St. Lucia , Lesotho , Malta , Barbados , Italy , El Salvador , Uruguay , Dominica , Denmark , Macedonia with a respective Population Growth of 0.35 , 0.34 , 0.33 , 0.33 , 0.30 , 0.27 , 0.26 , 0.22 , 0.22 , 0.21 -LRB- % -RRB- and a global rank of 160 , 161 , 162 , 163 , 164 , 166 , 167 , 168 , 169 , 170 .	Barbados	Barbados	population_growth_rate	0.5	9	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*%~prep_of']	0.33	0.34	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|population-growth|.json
Albania compared to other CountriesThe Population Growth of Albania is similar to that of St. Lucia , Lesotho , Malta , Barbados , Italy , El Salvador , Uruguay , Dominica , Denmark , Macedonia with a respective Population Growth of 0.35 , 0.34 , 0.33 , 0.33 , 0.30 , 0.27 , 0.26 , 0.22 , 0.22 , 0.21 -LRB- % -RRB- and a global rank of 160 , 161 , 162 , 163 , 164 , 166 , 167 , 168 , 169 , 170 .	Barbados	Barbados	population_growth_rate	0.5	9	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*%~prep_of']	0.27	0.46	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|population-growth|.json
Albania compared to other CountriesThe Population Growth of Albania is similar to that of St. Lucia , Lesotho , Malta , Barbados , Italy , El Salvador , Uruguay , Dominica , Denmark , Macedonia with a respective Population Growth of 0.35 , 0.34 , 0.33 , 0.33 , 0.30 , 0.27 , 0.26 , 0.22 , 0.22 , 0.21 -LRB- % -RRB- and a global rank of 160 , 161 , 162 , 163 , 164 , 166 , 167 , 168 , 169 , 170 .	Barbados	Barbados	population_growth_rate	0.5	9	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*%~prep_of']	0.22	0.56	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|population-growth|.json
Albania compared to other CountriesThe Population Growth of Albania is similar to that of St. Lucia , Lesotho , Malta , Barbados , Italy , El Salvador , Uruguay , Dominica , Denmark , Macedonia with a respective Population Growth of 0.35 , 0.34 , 0.33 , 0.33 , 0.30 , 0.27 , 0.26 , 0.22 , 0.22 , 0.21 -LRB- % -RRB- and a global rank of 160 , 161 , 162 , 163 , 164 , 166 , 167 , 168 , 169 , 170 .	Uruguay	Uruguay	population_growth_rate	0.35	9	[u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*NUMBER~prep_of', u'LOCATION_SLOT~-appos+LOCATION~prep_with+growth~prep_of+NUMBER_SLOT+*extend*%~prep_of']	0.33	0.0571428571429	htmlPages2textPARSEDALL/http:||mecometer.com|whats|albania|population-growth|.json
