The black economy accounted for <number>22</number> % of GDP in <location>Hungary</location> in 2013 versus 15 % in neighboring Slovakia , 16 % in the Czech Republic and 24 % in Poland .	Hungary	Hungary	health_expenditure_as_percent_of_gdp	7.75	1	[u'"for",NUMBER_SLOT,"PERCENT","of","gdp","in",LOCATION_SLOT']	22.0	1.83870967742	htmlPages2textPARSEDALL/http:||blogs.wsj.com|emergingeurope|2014|08|28|baltic-states-balkans-central-europe-top-black-economy-chart-in-europe|.json
Total health spending accounted for <number>9.3</number> % of GDP in <location>Spain</location> in 2011 , ... Health expenditure per capita , public and private expenditure , ... Iceland , the United States , Australia and Canada provide examples of countries that have achieved remarkable success in reducing tobacco consumption , ...	Spain	Spain	health_expenditure_as_percent_of_gdp	9.44	1	[u'"for",NUMBER_SLOT,"PERCENT","of","gdp","in",LOCATION_SLOT']	9.3	0.0148305084746	htmlPages2textPARSEDALL/http:||docs.askives.com|what-is-australia-gdp-per-capita-2011.html.json
1 OECD Health Data 2012 How Does Canada Compare Health spending accounted for <number>11.4</number> % of GDP in <location>Canada</location> in 2010 , almost two perc E.T. ge points higher Health in Canada	Canada	Canada	health_expenditure_as_percent_of_gdp	11.18	1	[u'"for",NUMBER_SLOT,"PERCENT","of","gdp","in",LOCATION_SLOT']	11.4	0.0196779964222	htmlPages2textPARSEDALL/http:||download.book5.org|o|oecd-countries,-2010-health-expenditure-as-a-share-of-gdp,-oecd-e6012-pdf.pdf.json
Health in Canada : 1 OECD Health Data 2012 How Does Canada Compare Health spending accounted for <number>11.4</number> % of GDP in <location>Canada</location> in 2010 , almost two perc E.T. ge points higher	Canada	Canada	health_expenditure_as_percent_of_gdp	11.18	1	[u'"for",NUMBER_SLOT,"PERCENT","of","gdp","in",LOCATION_SLOT']	11.4	0.0196779964222	htmlPages2textPARSEDALL/http:||download.book5.org|o|oecd-countries,-2010-health-expenditure-as-a-share-of-gdp,-oecd-w6012.html.json
Healthcare in Cyprus accounted for <number>5.8</number> % of GDP in <location>Cyprus</location> in 2002 of which 51 % came from private resources compared with an average of just 25 % in the rest of the EU .	Cyprus	Cyprus	health_expenditure_as_percent_of_gdp	7.41	1	[u'"for",NUMBER_SLOT,"PERCENT","of","gdp","in",LOCATION_SLOT']	5.8	0.217273954116	htmlPages2textPARSEDALL/http:||en.wikipedia.org|wiki|Healthcare_in_Cyprus.json
1 OECD Health Data 2012 How Does Canada Compare Health spending accounted for <number>11.4</number> % of GDP in <location>Canada</location> in 2010 , almost two percentage points higher	Canada	Canada	health_expenditure_as_percent_of_gdp	11.18	1	[u'"for",NUMBER_SLOT,"PERCENT","of","gdp","in",LOCATION_SLOT']	11.4	0.0196779964222	htmlPages2textPARSEDALL/http:||health2.net|OECD-countries,-2010-Health-expenditure-as-a-share-of-GDP,-OECD-pdf-e5052.html.json
1 OECD Health Data 2013 2 How Does Brazil Compare with OECD Countries 1966 Total health spending accounted for <number>8.9</number> % of GDP in <location>Brazil</location> in 2011 , slightly below the -LCB- Health expenditure per capita , public and private expenditure , -RCB- .	Brazil	Brazil	health_expenditure_as_percent_of_gdp	8.9	1	[u'"for",NUMBER_SLOT,"PERCENT","of","gdp","in",LOCATION_SLOT']	8.9	0.0	htmlPages2textPARSEDALL/http:||veecu.com|azure|brazil_gdp_per_capita_2013.json
Total health spending accounted for <number>9.1</number> % of GDP in <location>Australia</location> in 2011-2012 , slightly lower than the average of 9.3 % in OECD countries in 2012 .	Australia	Australia	health_expenditure_as_percent_of_gdp	9.03	1	[u'"for",NUMBER_SLOT,"PERCENT","of","gdp","in",LOCATION_SLOT']	9.1	0.0077519379845	htmlPages2textPARSEDALL/http:||www.businessinsider.com.au|oecd-analysis-australias-spending-on-health-is-much-lower-than-in-the-us-2014-7.json
Economy : Â Agriculture accounts for <number>10</number> % of GDP in <location>Turkmenistan</location> , but employs about half the workforce .	Turkmenistan	Turkmenistan	health_expenditure_as_percent_of_gdp	2.73	2	[u'"for",NUMBER_SLOT,"PERCENT","of","gdp","in",LOCATION_SLOT', u'"accounts","for",NUMBER_SLOT,"PERCENT","of","gdp","in",LOCATION_SLOT']	10.0	2.663003663	htmlPages2textPARSEDALL/http:||www.businessinsider.com|worlds-fastest-economies-2012-10?op=1.json
According to the recently published Health Data of the Organisation for Economic Co-operation and Development -LRB- OECD -RRB- , total health spending accounted for <number>7.8</number> % of GDP in <location>Hungary</location> in 2010 , in comparison with the 9.5 % average in the OECD countries .	Hungary	Hungary	health_expenditure_as_percent_of_gdp	7.75	1	[u'"for",NUMBER_SLOT,"PERCENT","of","gdp","in",LOCATION_SLOT']	7.8	0.00645161290323	htmlPages2textPARSEDALL/http:||www.ceepharma.com|news|169203|health-spending-in-hungary-falls-short-of-oecd-average.json
Health expenditure , total -LRB- % of GDP -RRB- in <location>Afghanistan</location> was <number>9.58</number> as of 2011 .	Afghanistan	Afghanistan	health_expenditure_as_percent_of_gdp	9.58	3	[u'LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*health~nn+LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+*extend*DATE~prep_as_of+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT']	9.58	0.0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|afghanistan|health-expenditure.json
Health expenditure , total -LRB- % of GDP -RRB- in <location>Albania</location> was <number>6.32</number> as of 2011 .	Albania	Albania	health_expenditure_as_percent_of_gdp	6.32	3	[u'LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*health~nn+LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+*extend*DATE~prep_as_of+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT']	6.32	0.0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|albania|health-expenditure.json
Health expenditure , total -LRB- % of GDP -RRB- in <location>Algeria</location> was <number>3.93</number> as of 2011 .	Algeria	Algeria	health_expenditure_as_percent_of_gdp	3.93	3	[u'LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*health~nn+LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+*extend*DATE~prep_as_of+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT']	3.93	0.0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|algeria|health-expenditure.json
Health expenditure , total -LRB- % of GDP -RRB- in <location>Antigua and Barbuda</location> was <number>5.94</number> as of 2011 .	Antigua and Barbuda	Antigua and Barbuda	health_expenditure_as_percent_of_gdp	5.94	8	[u'LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+*extend*%~dep+was~npadvmod+NUMBER_SLOT', u'*extend*health~nn+LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+*extend*DATE~prep_as_of+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+*extend*%~dep+was~npadvmod+NUMBER_SLOT', u'*extend*health~nn+LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+*extend*DATE~prep_as_of+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT']	5.94	0.0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|antigua-and-barbuda|health-expenditure.json
Health expenditure , total -LRB- % of GDP -RRB- in <location>Argentina</location> was <number>8.11</number> as of 2011 .	Argentina	Argentina	health_expenditure_as_percent_of_gdp	8.11	3	[u'LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*health~nn+LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+*extend*DATE~prep_as_of+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT']	8.11	0.0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|argentina|health-expenditure.json
Health expenditure , total -LRB- % of GDP -RRB- in <location>Armenia</location> was <number>4.33</number> as of 2011 .	Armenia	Armenia	health_expenditure_as_percent_of_gdp	4.33	3	[u'LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*health~nn+LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+*extend*DATE~prep_as_of+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT']	4.33	0.0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|armenia|health-expenditure.json
Health expenditure , total -LRB- % of GDP -RRB- in <location>Austria</location> was <number>10.64</number> as of 2011 .	Austria	Austria	health_expenditure_as_percent_of_gdp	10.64	3	[u'LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*health~nn+LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+*extend*DATE~prep_as_of+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT']	10.64	0.0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|austria|health-expenditure.json
Health expenditure , total -LRB- % of GDP -RRB- in <location>Azerbaijan</location> was <number>5.24</number> as of 2011 .	Azerbaijan	Azerbaijan	health_expenditure_as_percent_of_gdp	5.24	3	[u'LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*health~nn+LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+*extend*DATE~prep_as_of+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT']	5.24	0.0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|azerbaijan|health-expenditure.json
Health expenditure , total -LRB- % of GDP -RRB- in <location>Bahrain</location> was <number>3.79</number> as of 2011 .	Bahrain	Bahrain	health_expenditure_as_percent_of_gdp	3.79	3	[u'LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*health~nn+LOCATION_SLOT~-prep_in+total~-appos+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+total~-appos+*extend*DATE~prep_as_of+expenditure~-nsubj+was~npadvmod+NUMBER_SLOT']	3.79	0.0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|bahrain|health-expenditure.json
