Y	"The latest value for GDP -LRB- current US$ -RRB- in <location>Bolivia</location> was $ <number>19,649,720,000</number> as of 2010 ."	Bolivia	Bolivia	gdp_nominal	24426829466	4	"[u'LOCATION_SLOT~-prep_in+gdp~-prep_for+value~-nsubj+was~npadvmod+MONEY~num+NUMBER_SLOT', u'*extend*the~det+LOCATION_SLOT~-prep_in+gdp~-prep_for+value~-nsubj+was~npadvmod+MONEY~num+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+*extend*latest~amod+gdp~-prep_for+value~-nsubj+was~npadvmod+MONEY~num+NUMBER_SLOT', u'*extend*DATE~prep_as_of+LOCATION_SLOT~-prep_in+gdp~-prep_for+value~-nsubj+was~npadvmod+MONEY~num+NUMBER_SLOT']"	19649720000	0.195568134	htmlPages2textPARSEDALL/http:||bixinine.pev.pl|gross-national-product-bolivia.php.json
Y	The Gross Domestic Product -LRB- GDP -RRB- in <location>Burundi</location> was worth <number>2.33 billion</number> US dollars in 2011 .	Burundi	Burundi	gdp_nominal	2325972144	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	2330000000	0.001731687	htmlPages2textPARSEDALL/http:||fortuneofafrica.com|burundi|economy-burundi|.json
Y	Albania GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Albania</location> was worth <number>12.90 billion</number> US dollars in 2013 .	Albania	Albania	gdp_nominal	12959563902	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	12900000000	0.004596135	htmlPages2textPARSEDALL/http:||ieconomics.com|albania.json
Y	Algeria GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Algeria</location> was worth <number>210.18 billion</number> US dollars in 2013 .	Algeria	Algeria	gdp_nominal	1.89E+11	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	2.10E+11	0.113943055	htmlPages2textPARSEDALL/http:||ieconomics.com|algeria-gdp-per-capita-forecast.json
Y	Bahrain GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Bahrain</location> was worth <number>32.79 billion</number> US dollars in 2013 .	Bahrain	Bahrain	gdp_nominal	22945456867	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	32790000000	0.42904106	htmlPages2textPARSEDALL/http:||ieconomics.com|bahrain.json
Y	Bangladesh GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Bangladesh</location> was worth <number>129.86 billion</number> US dollars in 2013 .	Bangladesh	Bangladesh	gdp_nominal	1.11E+11	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	1.30E+11	0.174012349	htmlPages2textPARSEDALL/http:||ieconomics.com|bangladesh.json
Y	Belgium GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Belgium</location> was worth <number>508.12 billion</number> US dollars in 2013 .	Belgium	Belgium	gdp_nominal	5.12E+11	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	5.08E+11	0.006672749	htmlPages2textPARSEDALL/http:||ieconomics.com|belgium-current-account-to-gdp-forecast.json
Y	Belgium GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Belgium</location> was worth <number>508.12 billion</number> US dollars in 2013 .	Belgium	Belgium	gdp_nominal	5.12E+11	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	5.08E+11	0.006672749	htmlPages2textPARSEDALL/http:||ieconomics.com|belgium-gdp-per-capita-ppp-forecast.json
Y	Brazil GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Brazil</location> was worth <number>2245.67 billion</number> US dollars in 2013 .	Brazil	Brazil	gdp_nominal	2.48E+12	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	2.25E+12	0.093263879	htmlPages2textPARSEDALL/http:||ieconomics.com|brazil-gdp-per-capita.json
Y	Brunei GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Brunei</location> was worth <number>16.11 billion</number> US dollars in 2013 .	Brunei	Brunei	gdp_nominal	12369689792	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	16110000000	0.302377042	htmlPages2textPARSEDALL/http:||ieconomics.com|brunei.json
Y	Bulgaria GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Bulgaria</location> was worth <number>53.01 billion</number> US dollars in 2013 .	Bulgaria	Bulgaria	gdp_nominal	53514098360	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	53010000000	0.009419917	htmlPages2textPARSEDALL/http:||ieconomics.com|bulgaria-gdp-per-capita.json
Y	Burkina Faso GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Burkina Faso</location> was worth <number>11.58 billion</number> US dollars in 2013 .	Burkina Faso	Burkina Faso	gdp_nominal	10187211704	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	11580000000	0.136719285	htmlPages2textPARSEDALL/http:||ieconomics.com|burkina-faso.json
Y	Cambodia GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Cambodia</location> was worth <number>15.25 billion</number> US dollars in 2013 .	Cambodia	Cambodia	gdp_nominal	12875310959	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	15250000000	0.184437413	htmlPages2textPARSEDALL/http:||ieconomics.com|cambodia.json
Y	Congo GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Congo</location> was worth <number>30.63 billion</number> US dollars in 2013 .	Congo	Congo	gdp_nominal	14748024198	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	30630000000	1.076888374	htmlPages2textPARSEDALL/http:||ieconomics.com|congo.json
Y	Australia GDP 题 - 题 The Gross Domestic Product -LRB- GDP -RRB- in <location>Australia</location> was worth <number>1560.60 billion</number> US dollars in 2013 .	Australia	Australia	gdp_nominal	1.38E+12	1	[u'LOCATION_SLOT~-prep_in+product~-nsubj+worth~dep+*extend*gdp~appos+dollars~num+NUMBER_SLOT']	1.56E+12	0.1274828	htmlPages2textPARSEDALL/http:||ieconomics.com|current-account-to-gdp-guatemala-australia.json
