Y		Eritrea - Pump price for diesel fuel - MundiThe latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in <location>Eritrea</location> was <number>1.71</number> as ... How big of a problem is lack of access to quality health care in the countryÃ‚ ...	Eritrea	Eritrea	diesel_price_liter	1.71	4	"[u'""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""for"",""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT']"	1.71	0	htmlPages2textPARSEDALL/http:||savedwebhistory.org|k|diesel-fuel-quality-eritrea.json
Y		Tanzania - Pump price for diesel fuel - MundiThe latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in <location>Tanzania</location> was <number>1.27</number> as of 2012 .	Tanzania	Tanzania	diesel_price_liter	1.27	8	"[u'LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*MISC~dep+LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+fuel~-prep_for+*extend*pump~nn+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+*extend*latest~amod+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""for"",""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT']"	1.27	0	htmlPages2textPARSEDALL/http:||savedwebhistory.org|k|fuel-prices-in-tanzania.json
Y		Nigeria - Pump price for diesel fuel - MundiThe latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in <location>Nigeria</location> was <number>1.09</number> as of 2012 .	Nigeria	Nigeria	diesel_price_liter	1.09	8	"[u'LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*MISC~dep+LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+fuel~-prep_for+*extend*pump~nn+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+*extend*latest~amod+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""for"",""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT']"	1.09	0	htmlPages2textPARSEDALL/http:||savedwebhistory.org|k|petrol-and-diesel-nigeria.json
Y		Namibia - Pump price for diesel fuel - MundiThe latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in <location>Namibia</location> was <number>1.31</number> as of 2012 .	Namibia	Namibia	diesel_price_liter	1.31	8	"[u'LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*MISC~dep+LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+fuel~-prep_for+*extend*pump~nn+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+*extend*latest~amod+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""for"",""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT']"	1.31	0	htmlPages2textPARSEDALL/http:||savedwebhistory.org|k|petrol-price-on-namibia.json
Y		The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in <location>Afghanistan</location> was <number>1.21</number> as of 2012 .	Afghanistan	Afghanistan	diesel_price_liter	1.21	8	"[u'LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*MISC~dep+LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+fuel~-prep_for+*extend*pump~nn+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+*extend*latest~amod+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""for"",""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT']"	1.21	0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|afghanistan|pump-price-for-diesel-fuel.json
Y		The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in <location>Albania</location> was <number>1.79</number> as of 2012 .	Albania	Albania	diesel_price_liter	1.79	4	"[u'""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""for"",""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT']"	1.79	0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|albania|pump-price-for-diesel-fuel.json
Y		The latest value for Pump price for gasoline -LRB- US$ per liter -RRB- in <location>Albania</location> was <number>1.81</number> as of 2012 .	Albania	Albania	diesel_price_liter	1.79	1	"[u'""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT']"	1.81	0.011173184	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|albania|pump-price-for-gasoline.json
Y		The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in <location>Algeria</location> was <number>0.17</number> as of 2012 .	Algeria	Algeria	diesel_price_liter	0.17	8	"[u'LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*MISC~dep+LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+fuel~-prep_for+*extend*pump~nn+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+*extend*latest~amod+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""for"",""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT']"	0.17	0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|algeria|pump-price-for-diesel-fuel.json
Y		The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in <location>Angola</location> was <number>0.42</number> as of 2012 .	Angola	Angola	diesel_price_liter	0.42	8	"[u'LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*MISC~dep+LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+fuel~-prep_for+*extend*pump~nn+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+*extend*latest~amod+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""for"",""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT']"	0.42	0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|angola|pump-price-for-diesel-fuel.json
Y		The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in <location>Armenia</location> was <number>1.15</number> as of 2012 .	Armenia	Armenia	diesel_price_liter	1.15	8	"[u'LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*MISC~dep+LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+fuel~-prep_for+*extend*pump~nn+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+*extend*latest~amod+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""for"",""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT']"	1.15	0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|armenia|pump-price-for-diesel-fuel.json
Y		The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in <location>Azerbaijan</location> was <number>0.57</number> as of 2012 .	Azerbaijan	Azerbaijan	diesel_price_liter	0.57	8	"[u'LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'*extend*MISC~dep+LOCATION_SLOT~-prep_in+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+fuel~-prep_for+*extend*pump~nn+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'LOCATION_SLOT~-prep_in+*extend*latest~amod+fuel~-prep_for+price~-prep_for+value~-nsubj+was~npadvmod+NUMBER_SLOT', u'""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT', u'""for"",""diesel"",""fuel"",""-lrb-"",""MISC"",""per"",""liter"",""-rrb-"",""in"",LOCATION_SLOT,""was"",NUMBER_SLOT']"	0.57	0	htmlPages2textPARSEDALL/http:||www.indexmundi.com|facts|azerbaijan|pump-price-for-diesel-fuel.json
